,Unnamed: 0,HOMO,LUMO,GAP,R2,ZPVE,U0,U,H,G,Cv,vibrational_frequencies,E1,E2,f1,f2,smiles,nN,nO,nHBAcc,nHBDon,TopoPSA,GGI1,Diameter
10010,10010,-0.253,0.0274,0.2804,1097.0902,0.152029,-381.116159,-381.10642,-381.105475,-381.150682,33.927,"[66.0547, 103.0542, 145.0771, 180.2562, 189.3132, 209.5757, 237.2017, 279.6731, 334.11, 383.5376, 441.9011, 450.7016, 542.5558, 612.8806, 837.0474, 860.62, 916.0194, 983.6795, 999.8326, 1036.8694, 1111.9886, 1146.4449, 1180.2166, 1184.9885, 1198.8382, 1249.0615, 1312.2162, 1350.6948, 1373.6155, 1398.0197, 1407.21, 1479.5365, 1487.0449, 1488.8424, 1501.1285, 1509.2449, 1662.3247, 2355.1935, 2950.5263, 2992.4571, 3027.2565, 3057.2667, 3057.688, 3098.2303, 3131.8449, 3133.4287, 3494.6317, 3583.0811]",0.2501594,0.28051063,0.03116636,0.00592077,COC(C#N)C(C)N,2,1,3,1,59.04,2,4
10011,10011,-0.2852,0.0196,0.3048,1073.5884,0.139124,-400.996669,-400.986974,-400.98603,-401.031281,33.23,"[63.6776, 101.2854, 140.853, 180.8102, 186.4843, 200.7165, 228.4947, 274.1557, 330.5584, 390.7074, 440.17, 469.6731, 546.8954, 613.7062, 866.0427, 905.9237, 986.4103, 1005.3156, 1083.5219, 1117.2624, 1136.0879, 1159.9447, 1184.9616, 1208.0377, 1259.1907, 1314.7718, 1350.2092, 1379.9871, 1404.1006, 1420.1598, 1480.1009, 1488.0018, 1489.7598, 1499.6608, 1508.9819, 2356.2982, 2975.1757, 2995.6815, 3006.0215, 3039.9508, 3059.4396, 3107.7612, 3134.224, 3138.3236, 3839.0925]",0.27460267,0.28024232,0.00911141,0.00314572,COC(C#N)C(C)O,1,2,3,1,53.25,2,4
10012,10012,-0.2536,-0.0479,0.2057,1048.7719,0.126485,-420.897783,-420.888391,-420.887447,-420.932545,31.773,"[68.7471, 70.2431, 110.5528, 165.2635, 177.8375, 211.449, 266.6253, 312.1061, 351.903, 398.2719, 538.0926, 591.4722, 606.2896, 794.046, 886.2839, 944.455, 976.0265, 1026.7366, 1078.8441, 1099.875, 1123.0341, 1168.5774, 1224.4684, 1243.8717, 1266.7704, 1328.2643, 1388.2973, 1419.9953, 1453.9215, 1467.1532, 1473.5401, 1518.5494, 1798.8915, 1829.5943, 2912.9395, 3002.8494, 3034.9219, 3037.3798, 3059.4244, 3104.9979, 3157.5164, 3830.4837]",0.15754016,0.16758592,0.00412015,0.00116684,CC(=O)C(CO)C=O,0,3,3,1,54.37,2,4
10013,10013,-0.2518,-0.0525,0.1993,1109.8778,0.149866,-384.976714,-384.967049,-384.966105,-385.011796,33.101,"[62.1582, 71.7187, 102.0416, 158.6661, 174.1505, 211.2979, 225.2729, 306.7905, 338.0091, 392.385, 520.0473, 585.4586, 599.3339, 761.5909, 791.6743, 901.7918, 941.9601, 966.144, 996.41, 1039.1252, 1092.1473, 1128.692, 1147.7891, 1175.7879, 1236.9013, 1272.7554, 1329.2327, 1375.6251, 1386.6759, 1411.6396, 1420.3871, 1466.8814, 1473.7078, 1484.5956, 1501.5087, 1504.4719, 1800.2224, 1830.8717, 2880.6573, 3031.3878, 3036.7014, 3046.5302, 3053.2858, 3078.3223, 3101.5124, 3103.8638, 3109.4522, 3155.9158]",0.15416242,0.16551795,0.00580344,0.00146882,CCC(C=O)C(C)=O,0,2,2,0,34.14,2,4
10014,10014,-0.2544,-0.0466,0.2078,1079.8522,0.140261,-401.050747,-401.041684,-401.04074,-401.084964,32.04,"[60.6207, 78.135, 118.2902, 189.1467, 223.1297, 246.6305, 341.2646, 350.102, 414.8362, 482.4283, 550.4264, 603.9174, 619.6922, 724.5713, 762.0421, 781.9725, 934.3308, 972.3053, 1009.5445, 1069.2835, 1111.0972, 1150.2097, 1161.4137, 1217.7208, 1260.5035, 1318.5195, 1333.3407, 1374.2915, 1416.7362, 1425.5049, 1488.0279, 1501.0303, 1505.8897, 1622.793, 1802.5913, 1807.6344, 2902.7064, 3012.3319, 3028.7908, 3040.1074, 3084.6607, 3108.2827, 3117.4019, 3550.4808, 3692.6988]",0.1588472,0.20289398,0.00159431,0.02600992,CCC(C=O)C(N)=O,1,2,2,1,60.16,2,4
10015,10015,-0.2475,-0.013,0.2344,1048.5517,0.153323,-381.164398,-381.155426,-381.154482,-381.197962,32.14,"[84.0621, 102.9128, 155.5427, 194.7229, 223.9163, 229.7866, 271.8049, 385.5367, 424.792, 434.5725, 546.9878, 595.882, 627.4903, 751.4734, 796.5379, 838.4767, 968.3307, 980.2678, 1045.9261, 1051.7643, 1087.6319, 1104.5171, 1143.64, 1189.7162, 1293.4128, 1353.0901, 1367.373, 1393.6813, 1400.2899, 1411.5017, 1425.5981, 1465.67, 1485.8388, 1488.0134, 1495.527, 1507.8422, 1707.3211, 1782.1686, 3042.2789, 3048.9421, 3086.3112, 3108.2842, 3114.7315, 3126.9888, 3144.3989, 3145.7718, 3164.6543, 3505.0245]",0.19405632,0.22045845,0.00010856,0.31365948,CCN(C=N)C(C)=O,2,1,2,1,44.16,2,4
10016,10016,-0.2424,0.0089,0.2513,1013.1208,0.142676,-397.229291,-397.220429,-397.219485,-397.262902,31.881,"[62.2175, 94.8589, 150.7815, 225.0636, 231.9204, 277.0556, 323.1212, 398.6736, 422.2847, 462.8515, 514.6353, 558.7624, 654.4448, 763.1385, 774.6111, 803.4856, 829.1384, 974.7123, 1063.2256, 1081.6543, 1089.4224, 1107.4322, 1157.2029, 1221.882, 1325.696, 1361.9111, 1367.6012, 1400.1881, 1411.1411, 1443.0796, 1492.4313, 1497.9433, 1508.3386, 1617.4576, 1711.7424, 1795.8562, 3037.3095, 3044.6906, 3110.7773, 3122.0284, 3134.6446, 3146.3499, 3511.9093, 3610.5299, 3733.5075]",0.22327916,0.23682876,0.00565207,0.3625823,CCN(C=N)C(N)=O,3,1,2,2,70.18,2,4
10017,10017,-0.2508,-0.0155,0.2353,1035.5844,0.15321,-381.160651,-381.151708,-381.150764,-381.194466,31.948,"[53.4941, 96.5964, 157.156, 212.5457, 223.0987, 258.9413, 286.5289, 387.6591, 400.9407, 445.0886, 538.9014, 597.6972, 661.1076, 768.386, 802.9104, 862.1853, 940.1499, 1003.0173, 1034.7272, 1072.3779, 1082.1628, 1109.773, 1120.5721, 1184.5332, 1281.0708, 1373.5145, 1395.6001, 1407.3494, 1411.1586, 1420.8282, 1453.0709, 1463.2933, 1467.3368, 1488.3917, 1496.8288, 1509.162, 1694.159, 1805.3555, 2952.1411, 3042.7439, 3057.7918, 3065.5091, 3105.4765, 3132.8139, 3138.194, 3139.4881, 3146.3721, 3503.1799]",0.19648212,0.22045537,0.0013436,0.07859226,CCN(C=O)C(C)=N,2,1,2,1,44.16,2,4
10018,10018,-0.2403,-0.0249,0.2154,1027.9473,0.139887,-401.047995,-401.038913,-401.037968,-401.082428,31.557,"[34.7364, 99.4916, 142.9572, 202.465, 212.4011, 223.5404, 251.4647, 381.5382, 418.5711, 446.2534, 522.0091, 595.2337, 647.8996, 733.8213, 787.068, 956.4199, 991.9009, 1027.3968, 1051.109, 1074.7145, 1100.0635, 1170.5781, 1212.0828, 1268.8221, 1367.3779, 1392.1526, 1394.7823, 1415.4332, 1462.7491, 1470.0964, 1485.8985, 1491.8634, 1498.7819, 1516.7635, 1789.5028, 1867.6112, 2906.8297, 3041.7531, 3047.6599, 3062.5244, 3108.6082, 3114.7702, 3118.2681, 3132.3081, 3164.917]",0.16818597,0.20390894,0.00124944,0.00133703,CCN(C=O)C(C)=O,1,2,2,0,37.38,2,4
10019,10019,-0.2702,-0.0168,0.2534,979.9292,0.130321,-417.135178,-417.126632,-417.125688,-417.168496,30.508,"[69.5475, 87.7015, 153.581, 231.3628, 274.5201, 314.7221, 345.1626, 376.465, 419.404, 466.2412, 551.9157, 680.4695, 684.8767, 756.5573, 786.6755, 794.7786, 967.7208, 1035.2746, 1097.6391, 1114.8827, 1128.4472, 1199.7216, 1284.8858, 1348.6485, 1394.5542, 1406.9563, 1412.4007, 1447.553, 1484.6727, 1492.2012, 1508.6863, 1588.8818, 1775.4771, 1815.3373, 2979.5157, 3043.2289, 3068.3296, 3107.8089, 3131.7432, 3145.1137, 3511.5714, 3719.19]",0.20363176,0.23146608,0.00126305,0.01686355,CCN(C=O)C(N)=O,2,2,2,1,63.4,2,4
10020,10020,-0.2314,-0.0452,0.1861,1048.6978,0.138813,-401.014914,-401.005536,-401.004592,-401.049698,32.073,"[51.7442, 83.432, 127.9195, 138.7955, 189.2336, 212.5392, 253.1977, 316.6646, 358.9681, 498.4324, 503.4421, 583.4399, 701.3194, 759.4842, 771.8736, 882.5933, 951.3157, 993.2429, 1050.4189, 1084.914, 1146.9311, 1169.0795, 1181.5817, 1233.335, 1255.4514, 1322.4869, 1383.1618, 1394.4527, 1445.7068, 1461.7687, 1466.0936, 1485.1483, 1497.9206, 1518.522, 1794.7519, 1828.8574, 2919.2753, 2954.1217, 2965.6721, 3048.455, 3053.0428, 3109.5428, 3110.1578, 3158.2932, 3515.2516]",0.1585794,0.16984772,0.00511631,0.00036814,CNC(C=O)C(C)=O,1,2,3,1,46.17,2,4
10021,10021,-0.2358,-0.0358,0.1999,1014.0936,0.129347,-417.091983,-417.083101,-417.082157,-417.125926,31.111,"[62.5137, 84.677, 136.6378, 201.7692, 218.3234, 256.3086, 332.1724, 353.9824, 374.1546, 503.6982, 543.8623, 645.5924, 703.7528, 747.7749, 788.4789, 818.463, 948.2322, 1027.3732, 1069.7942, 1096.4475, 1149.6275, 1169.9442, 1199.0477, 1252.1403, 1320.2717, 1354.9728, 1391.3784, 1461.5886, 1483.0513, 1498.3292, 1518.2207, 1571.4119, 1798.4151, 1823.1053, 2952.6791, 2969.2092, 2975.9034, 3066.3432, 3112.3638, 3501.1081, 3569.2162, 3724.4273]",0.16791308,0.20250476,0.00154315,0.01741385,CNC(C=O)C(N)=O,2,2,3,2,72.19,2,4
10022,10022,-0.2494,-0.0558,0.1936,1040.2135,0.125694,-420.88457,-420.875219,-420.874274,-420.91912,31.513,"[71.5259, 83.2628, 131.4468, 152.173, 182.3428, 201.5915, 231.4079, 339.0674, 363.123, 379.591, 526.9966, 586.0844, 607.7312, 782.4691, 933.1148, 958.5599, 1016.7228, 1049.3749, 1083.8538, 1157.5878, 1173.4207, 1183.2117, 1222.7646, 1237.779, 1335.8878, 1385.3235, 1390.6876, 1468.0777, 1475.3215, 1482.2954, 1490.3655, 1506.7467, 1815.7777, 1846.6606, 2898.6458, 2976.7471, 2983.2512, 3030.4511, 3038.1737, 3107.1706, 3128.995, 3157.5989]",0.15138148,0.16629095,0.00638661,0.00221146,COC(C=O)C(C)=O,0,3,3,0,43.37,2,4
10023,10023,-0.2424,-0.033,0.2094,994.1006,0.116085,-436.963177,-436.954173,-436.953229,-436.997284,30.798,"[53.9252, 103.5243, 128.2526, 187.1247, 213.7013, 237.9202, 287.6285, 317.7683, 384.757, 462.0692, 533.4741, 613.5564, 681.7124, 736.298, 801.867, 940.1689, 1028.9198, 1049.4753, 1099.6637, 1165.3955, 1178.1545, 1227.6044, 1250.4896, 1329.4219, 1374.5701, 1390.5828, 1479.7185, 1483.2391, 1515.093, 1593.5718, 1800.5388, 1835.5608, 2942.2401, 2958.2905, 2997.3644, 3092.274, 3134.7371, 3601.7557, 3742.8203]",0.15867779,0.21482514,0.00082519,0.00699571,COC(C=O)C(N)=O,1,3,3,1,69.39,2,4
10024,10024,-0.2551,-0.045,0.2101,1023.9154,0.117073,-436.971902,-436.963165,-436.962221,-437.005866,30.597,"[50.6714, 94.1107, 119.501, 196.7851, 254.5756, 300.4652, 336.3589, 377.4608, 407.5585, 511.1973, 580.9928, 600.0435, 645.5498, 732.5998, 776.2617, 895.8012, 1008.4116, 1037.1937, 1084.4753, 1096.2644, 1148.7915, 1182.6994, 1217.2974, 1310.0771, 1344.3046, 1382.8909, 1404.9537, 1424.5758, 1502.7749, 1620.7959, 1794.8345, 1802.3375, 2959.4501, 2991.4149, 3060.1385, 3105.9434, 3530.7704, 3681.0775, 3817.856]",0.15958917,0.20863227,0.00049468,0.0104198,NC(=O)C(CO)C=O,1,3,3,2,80.39,2,4
10025,10025,-0.2454,-0.0178,0.2276,1168.7855,0.17399,-386.149281,-386.139258,-386.138314,-386.18448,35.344,"[50.0789, 76.2484, 114.736, 174.1345, 225.6437, 232.4856, 259.0841, 286.4533, 338.6079, 345.3712, 378.5962, 450.084, 497.102, 543.9866, 825.1385, 877.0927, 932.3263, 946.5419, 966.646, 975.8255, 1036.5532, 1058.5766, 1118.3273, 1127.848, 1165.8317, 1189.8922, 1216.9121, 1264.7986, 1333.6524, 1352.0428, 1360.2499, 1387.4996, 1405.5044, 1411.2059, 1427.163, 1429.3787, 1487.4816, 1493.3894, 1504.4488, 1509.5243, 1513.206, 1835.2155, 2848.6628, 2992.6245, 3014.0904, 3023.5076, 3030.63, 3035.7095, 3067.8971, 3094.5983, 3101.369, 3112.4235, 3115.3371, 3810.8915]",0.16283918,0.26610067,0.00023126,0.00685376,CC(C)C(CO)C=O,0,2,2,1,37.3,2,4
10026,10026,-0.2476,-0.0174,0.2302,1121.8239,0.150107,-422.075441,-422.065505,-422.064561,-422.110794,34.319,"[49.7291, 71.1446, 98.5722, 168.0105, 210.3374, 234.862, 266.2347, 288.521, 331.7348, 342.0535, 411.2477, 482.9202, 524.3076, 531.6841, 852.7222, 882.0431, 936.0512, 964.0193, 1039.2095, 1052.3049, 1078.4891, 1111.2159, 1127.8122, 1165.2211, 1189.8643, 1238.8534, 1310.0865, 1342.3765, 1358.6897, 1385.5219, 1406.9593, 1411.536, 1419.3783, 1433.1068, 1490.1283, 1495.0152, 1508.5945, 1838.6592, 2871.76, 2998.4635, 3008.8837, 3028.7412, 3034.8264, 3065.0184, 3102.5802, 3123.1443, 3794.7488, 3811.9781]",0.165681,0.26570605,0.00018128,0.00388276,CC(O)C(CO)C=O,0,3,3,2,57.53,2,4
10027,10027,-0.2434,-0.0175,0.2259,1226.8609,0.197085,-350.228141,-350.217713,-350.216768,-350.264123,36.775,"[44.1231, 60.4598, 82.0836, 176.9624, 195.289, 222.2143, 238.9303, 262.6153, 320.3966, 347.1456, 387.8979, 430.7445, 466.6854, 526.0229, 769.1822, 840.3644, 882.231, 930.1348, 935.2479, 964.0456, 978.2893, 1007.2222, 1042.6305, 1079.916, 1140.3642, 1164.5185, 1182.2325, 1189.7419, 1263.622, 1277.2642, 1334.703, 1349.4684, 1362.181, 1374.7828, 1404.476, 1417.3709, 1425.7814, 1427.3361, 1484.3774, 1488.4557, 1494.396, 1498.9232, 1504.0167, 1506.5725, 1513.0989, 1831.4959, 2819.6214, 2991.5026, 3016.5767, 3029.7218, 3033.1691, 3037.1223, 3040.6472, 3081.0867, 3093.1538, 3099.2782, 3105.8518, 3106.2782, 3111.7779, 3118.7251]",0.16062286,0.27457925,0.00025068,0.05391806,CCC(C=O)C(C)C,0,1,1,0,17.07,2,4
10028,10028,-0.2437,-0.0149,0.2288,1177.6921,0.173683,-386.155156,-386.145058,-386.144114,-386.190493,35.531,"[55.4877, 78.7379, 87.394, 174.9262, 201.8153, 235.1311, 249.1446, 307.8799, 319.4351, 348.8067, 398.4034, 469.9761, 496.5667, 529.6801, 772.8768, 869.1013, 891.7536, 933.3786, 971.973, 997.9587, 1027.4027, 1071.7417, 1094.7379, 1123.0957, 1154.6756, 1174.1696, 1240.371, 1264.0406, 1316.6988, 1335.4855, 1365.4813, 1378.6608, 1406.8756, 1418.3481, 1419.4689, 1429.4834, 1486.5782, 1492.46, 1496.3494, 1500.0415, 1506.288, 1833.7352, 2857.1947, 3016.182, 3021.9931, 3029.2102, 3038.1642, 3039.7645, 3067.2655, 3102.7553, 3107.1872, 3114.8272, 3123.1435, 3793.5151]",0.16399634,0.27151145,0.00019943,0.00605122,CCC(C=O)C(C)O,0,2,2,1,37.3,2,4
10029,10029,-0.2386,0.0319,0.2706,1095.4123,0.187311,-366.29868,-366.288904,-366.28796,-366.333053,35.272,"[66.8695, 85.8653, 149.9515, 221.8914, 231.6986, 237.1804, 259.0414, 271.72, 316.4413, 367.7935, 411.549, 472.0407, 504.677, 643.259, 769.1239, 802.5883, 899.1188, 929.947, 950.5399, 963.4088, 1028.8392, 1089.3272, 1120.8808, 1132.7101, 1149.7916, 1183.3944, 1236.7602, 1288.0747, 1351.622, 1372.1852, 1391.7295, 1394.5258, 1411.0663, 1411.6418, 1440.403, 1465.6806, 1479.5247, 1489.6777, 1492.5095, 1498.2539, 1502.7567, 1508.1164, 1522.3043, 1781.2305, 2917.4932, 3019.5894, 3038.3915, 3040.3756, 3042.343, 3048.592, 3074.5271, 3104.5829, 3109.0031, 3111.1614, 3117.6398, 3147.0954, 3151.385]",0.20994958,0.24794223,0.00065956,0.2108779,CCN(C=O)C(C)C,1,1,1,0,20.31,2,4
10030,10030,-0.2432,-0.0288,0.2144,1055.6281,0.163014,-402.179376,-402.169861,-402.168916,-402.214081,33.603,"[44.9267, 81.8018, 115.2402, 198.3994, 223.7484, 248.4832, 288.1072, 340.1358, 360.3695, 410.147, 446.7159, 491.7033, 508.063, 633.1471, 845.9902, 886.2301, 954.9459, 1022.1482, 1059.8937, 1065.1988, 1088.47, 1119.9538, 1128.9708, 1175.6778, 1212.6193, 1239.301, 1286.7653, 1298.1136, 1330.0118, 1370.0943, 1414.1381, 1438.0378, 1446.4499, 1481.8289, 1483.3631, 1495.5099, 1501.0284, 1512.1746, 1530.8559, 1835.8734, 2900.5537, 2950.5103, 2953.4494, 2959.3827, 2985.3079, 3070.2407, 3073.8836, 3081.1638, 3115.4876, 3125.9312, 3724.529]",0.16026456,0.21778653,0.00040558,0.00271791,CN(C)C(CO)C=O,1,2,3,1,40.54,2,4
